Control,Heuristic_v2,Heuristic_v2,116,39
Control,Heuristic_v2,Heuristic_v2,69,49
Control,Heuristic_v2,Heuristic_v2,23,43
Control,Heuristic_v2,Heuristic_v2,73,20
Control,Heuristic_v2,Heuristic_v2,32,26
Control,Heuristic_v2,Heuristic_v2,17,8
Control,Heuristic_v2,Control,29,30
Control,Heuristic_v2,Heuristic_v2,53,71
Control,Heuristic_v2,Control,69,2
Control,Heuristic_v2,Control,37,14
Control,Heuristic_v2,Heuristic_v2,26,35
Control,Heuristic_v2,Control,48,34
Control,Heuristic_v2,Control,66,30
Control,Heuristic_v2,Heuristic_v2,89,11
Control,Heuristic_v2,Heuristic_v2,24,18
Control,Heuristic_v2,Control,32,32
Control,Heuristic_v2,Heuristic_v2,47,50
Control,Heuristic_v2,Heuristic_v2,95,51
Control,Heuristic_v2,Control,34,12
Control,Heuristic_v2,Control,94,10
Control,Heuristic_v2,Heuristic_v2,43,59
Control,Heuristic_v2,Heuristic_v2,15,14
Control,Heuristic_v2,Heuristic_v2,25,84
Control,Heuristic_v2,Heuristic_v2,56,29
Control,Heuristic_v2,Heuristic_v2,18,40
Control,Heuristic_v2,Control,14,17
Control,Heuristic_v2,Heuristic_v2,27,19
Control,Heuristic_v2,Control,91,7
Control,Heuristic_v2,Heuristic_v2,47,60
Control,Heuristic_v2,Heuristic_v2,43,54
Control,Heuristic_v2,Control,35,58
Control,Heuristic_v2,Heuristic_v2,18,26
Control,Heuristic_v2,Heuristic_v2,66,53
Control,Heuristic_v2,Heuristic_v2,33,37
Control,Heuristic_v2,Heuristic_v2,30,22
Control,Heuristic_v2,Heuristic_v2,89,1
Control,Heuristic_v2,Control,36,27
Control,Heuristic_v2,Control,21,16
Control,Heuristic_v2,Heuristic_v2,50,45
Control,Heuristic_v2,Control,95,9
Control,Heuristic_v2,Heuristic_v2,110,26
Control,Heuristic_v2,Heuristic_v2,198,13
Control,Heuristic_v2,Heuristic_v2,45,58
Control,Heuristic_v2,Control,26,22
Control,Heuristic_v2,Control,31,16
Control,Heuristic_v2,Heuristic_v2,23,52
Control,Heuristic_v2,Heuristic_v2,69,60
Control,Heuristic_v2,Control,36,7
Control,Heuristic_v2,Heuristic_v2,209,83
Control,Heuristic_v2,Heuristic_v2,67,36
Control,Heuristic_v2,Control,17,26
Control,Heuristic_v2,Control,144,21
Control,Heuristic_v2,Heuristic_v2,18,24
Control,Heuristic_v2,Heuristic_v2,124,27
Control,Heuristic_v2,Control,46,16
Control,Heuristic_v2,Heuristic_v2,79,34
Control,Heuristic_v2,Heuristic_v2,34,98
Control,Heuristic_v2,Control,84,21
Control,Heuristic_v2,Heuristic_v2,21,60
Control,Heuristic_v2,Heuristic_v2,20,68
Control,Heuristic_v2,Heuristic_v2,77,48
Control,Heuristic_v2,Heuristic_v2,52,16
Control,Heuristic_v2,Control,56,73
Control,Heuristic_v2,Heuristic_v2,46,21
Control,Heuristic_v2,Heuristic_v2,21,82
Control,Heuristic_v2,Control,40,57
Control,Heuristic_v2,Control,49,23
Control,Heuristic_v2,Heuristic_v2,52,29
Control,Heuristic_v2,Heuristic_v2,17,66
Control,Heuristic_v2,Heuristic_v2,43,20
Control,Heuristic_v2,Control,16,24
Control,Heuristic_v2,Control,25,50
Control,Heuristic_v2,Control,24,11
Control,Heuristic_v2,Heuristic_v2,16,107
Control,Heuristic_v2,Heuristic_v2,24,36
Control,Heuristic_v2,Control,72,34
Control,Heuristic_v2,Control,16,24
Control,Heuristic_v2,Heuristic_v2,28,83
Control,Heuristic_v2,Heuristic_v2,13,8
Control,Heuristic_v2,Heuristic_v2,13,120
Control,Heuristic_v2,Heuristic_v2,148,5
Control,Heuristic_v2,Control,30,20
Control,Heuristic_v2,Control,53,27
Control,Heuristic_v2,Heuristic_v2,52,40
Control,Heuristic_v2,Heuristic_v2,28,61
Control,Heuristic_v2,Control,52,22
Control,Heuristic_v2,Heuristic_v2,15,2
Control,Heuristic_v2,Heuristic_v2,49,37
Control,Heuristic_v2,Heuristic_v2,18,85
Control,Heuristic_v2,Control,69,8
Control,Heuristic_v2,Heuristic_v2,79,16
Control,Heuristic_v2,Heuristic_v2,77,37
Control,Heuristic_v2,Heuristic_v2,25,59
Control,Heuristic_v2,Control,18,16
Control,Heuristic_v2,Heuristic_v2,78,37
Control,Heuristic_v2,Heuristic_v2,13,87
Control,Heuristic_v2,Heuristic_v2,25,45
Control,Heuristic_v2,Heuristic_v2,50,51
Control,Heuristic_v2,Heuristic_v2,70,44
Control,Heuristic_v2,Heuristic_v2,36,27
Control,Heuristic_v2,Heuristic_v2,37,75
Control,Heuristic_v2,Heuristic_v2,13,69
Control,Heuristic_v2,Heuristic_v2,152,60
Control,Heuristic_v2,Heuristic_v2,54,38
Control,Heuristic_v2,Heuristic_v2,35,43
Control,Heuristic_v2,Control,99,9
Control,Heuristic_v2,Heuristic_v2,92,79
Control,Heuristic_v2,Heuristic_v2,16,8
Control,Heuristic_v2,Control,32,57
Control,Heuristic_v2,Control,35,8
Control,Heuristic_v2,Control,303,113
Control,Heuristic_v2,Heuristic_v2,71,44
Control,Heuristic_v2,Heuristic_v2,29,5
Control,Heuristic_v2,Control,36,70
Control,Heuristic_v2,Control,34,20
Control,Heuristic_v2,Control,45,7
Control,Heuristic_v2,Control,114,21
Control,Heuristic_v2,Heuristic_v2,79,26
Control,Heuristic_v2,Heuristic_v2,29,6
Control,Heuristic_v2,Heuristic_v2,53,21
Control,Heuristic_v2,Heuristic_v2,46,52
Control,Heuristic_v2,Heuristic_v2,86,28
Control,Heuristic_v2,Control,47,20
Control,Heuristic_v2,Heuristic_v2,121,28
Control,Heuristic_v2,Heuristic_v2,39,54
Control,Heuristic_v2,Control,97,12
Control,Heuristic_v2,Heuristic_v2,95,20
Control,Heuristic_v2,Control,122,23
Control,Heuristic_v2,Heuristic_v2,57,52
Control,Heuristic_v2,Heuristic_v2,54,38
Control,Heuristic_v2,Control,17,76
Control,Heuristic_v2,Heuristic_v2,98,45
Control,Heuristic_v2,Heuristic_v2,100,22
Control,Heuristic_v2,Control,20,29
Control,Heuristic_v2,Control,58,102
Control,Heuristic_v2,Control,76,70
Control,Heuristic_v2,Heuristic_v2,72,26
Control,Heuristic_v2,Heuristic_v2,14,30
Control,Heuristic_v2,Heuristic_v2,18,82
Control,Heuristic_v2,Control,241,30
Control,Heuristic_v2,Control,65,23
Control,Heuristic_v2,Control,42,45
Control,Heuristic_v2,Control,51,7
Control,Heuristic_v2,Control,31,17
Control,Heuristic_v2,Heuristic_v2,93,70
Control,Heuristic_v2,Control,59,51
Control,Heuristic_v2,Heuristic_v2,97,12
Control,Heuristic_v2,Heuristic_v2,25,60
Control,Heuristic_v2,Heuristic_v2,29,66
Control,Heuristic_v2,Heuristic_v2,71,44
Control,Heuristic_v2,Control,67,35
Control,Heuristic_v2,Control,11,78
Control,Heuristic_v2,Heuristic_v2,15,66
Control,Heuristic_v2,Control,40,6
Control,Heuristic_v2,Heuristic_v2,20,29
Control,Heuristic_v2,Control,20,90
Control,Heuristic_v2,Control,23,1
Control,Heuristic_v2,Heuristic_v2,22,42
Control,Heuristic_v2,Heuristic_v2,59,49
Control,Heuristic_v2,Heuristic_v2,17,6
Control,Heuristic_v2,Heuristic_v2,65,68
Control,Heuristic_v2,Heuristic_v2,55,30
Control,Heuristic_v2,Heuristic_v2,14,12
Control,Heuristic_v2,Control,46,61
Control,Heuristic_v2,Heuristic_v2,78,10
Control,Heuristic_v2,Heuristic_v2,32,6
Control,Heuristic_v2,Heuristic_v2,74,52
Control,Heuristic_v2,Control,42,12
Control,Heuristic_v2,Heuristic_v2,92,20
Control,Heuristic_v2,Control,20,11
Control,Heuristic_v2,Heuristic_v2,206,7
Control,Heuristic_v2,Control,55,12
Control,Heuristic_v2,Heuristic_v2,58,9
Control,Heuristic_v2,Control,36,22
Control,Heuristic_v2,Control,47,17
Control,Heuristic_v2,Heuristic_v2,41,32
Control,Heuristic_v2,Heuristic_v2,29,50
Control,Heuristic_v2,Control,74,9
Control,Heuristic_v2,Heuristic_v2,19,48
Control,Heuristic_v2,Heuristic_v2,13,46
Control,Heuristic_v2,Heuristic_v2,30,103
Control,Heuristic_v2,Heuristic_v2,46,94
Control,Heuristic_v2,Heuristic_v2,39,20
Control,Heuristic_v2,Heuristic_v2,58,50
Control,Heuristic_v2,Control,73,40
Control,Heuristic_v2,Heuristic_v2,64,46
Control,Heuristic_v2,Heuristic_v2,60,80
Control,Heuristic_v2,Heuristic_v2,20,23
Control,Heuristic_v2,Heuristic_v2,31,30
Control,Heuristic_v2,Control,36,9
Control,Heuristic_v2,Heuristic_v2,22,37
Control,Heuristic_v2,Heuristic_v2,61,5
Control,Heuristic_v2,Heuristic_v2,61,57
Control,Heuristic_v2,Control,30,20
Control,Heuristic_v2,Heuristic_v2,177,64
Control,Heuristic_v2,Heuristic_v2,68,24
Control,Heuristic_v2,Control,49,59
Control,Heuristic_v2,Control,100,65
Control,Heuristic_v2,Control,37,48
Control,Heuristic_v2,Heuristic_v2,41,68
Control,Heuristic_v2,Control,63,34
Control,Heuristic_v2,Heuristic_v2,54,43
Control,Heuristic_v2,Heuristic_v2,26,40
Control,Heuristic_v2,Control,72,1
Control,Heuristic_v2,Control,20,23
Control,Heuristic_v2,Control,95,13
Control,Heuristic_v2,Control,15,28
Control,Heuristic_v2,Heuristic_v2,36,2
Control,Heuristic_v2,Heuristic_v2,123,60
Control,Heuristic_v2,Heuristic_v2,80,91
Control,Heuristic_v2,Heuristic_v2,101,96
Control,Heuristic_v2,Heuristic_v2,28,77
Control,Heuristic_v2,Heuristic_v2,14,49
Control,Heuristic_v2,Heuristic_v2,40,12
Control,Heuristic_v2,Control,17,80
Control,Heuristic_v2,Control,91,28
Control,Heuristic_v2,Control,107,1
Control,Heuristic_v2,Heuristic_v2,14,58
Control,Heuristic_v2,Control,15,30
Control,Heuristic_v2,Control,17,32
Control,Heuristic_v2,Control,17,2
Control,Heuristic_v2,Control,57,15
Control,Heuristic_v2,Heuristic_v2,101,58
Control,Heuristic_v2,Heuristic_v2,131,15
Control,Heuristic_v2,Heuristic_v2,18,63
Control,Heuristic_v2,Heuristic_v2,53,31
Control,Heuristic_v2,Heuristic_v2,73,13
Control,Heuristic_v2,Heuristic_v2,33,18
Control,Heuristic_v2,Heuristic_v2,38,20
Control,Heuristic_v2,Control,109,9
Control,Heuristic_v2,Heuristic_v2,76,23
Control,Heuristic_v2,Control,36,25
Control,Heuristic_v2,Heuristic_v2,44,12
Control,Heuristic_v2,Heuristic_v2,46,7
Control,Heuristic_v2,Heuristic_v2,92,47
Control,Heuristic_v2,Heuristic_v2,31,46
