Heuristic_v2,Adversarial,Heuristic_v2,70,20
Heuristic_v2,Adversarial,Heuristic_v2,98,27
Heuristic_v2,Adversarial,Heuristic_v2,91,8
Heuristic_v2,Adversarial,Heuristic_v2,14,36
Heuristic_v2,Adversarial,Heuristic_v2,12,91
Heuristic_v2,Adversarial,Heuristic_v2,99,20
Heuristic_v2,Adversarial,Heuristic_v2,22,102
Heuristic_v2,Adversarial,Heuristic_v2,77,30
Heuristic_v2,Adversarial,Adversarial,142,21
Heuristic_v2,Adversarial,Heuristic_v2,11,56
Heuristic_v2,Adversarial,Adversarial,42,54
Heuristic_v2,Adversarial,Adversarial,45,3
Heuristic_v2,Adversarial,Adversarial,26,16
Heuristic_v2,Adversarial,Heuristic_v2,186,65
Heuristic_v2,Adversarial,Heuristic_v2,33,70
Heuristic_v2,Adversarial,Heuristic_v2,36,17
Heuristic_v2,Adversarial,Heuristic_v2,39,14
Heuristic_v2,Adversarial,Heuristic_v2,17,58
Heuristic_v2,Adversarial,Adversarial,108,26
Heuristic_v2,Adversarial,Adversarial,17,1
Heuristic_v2,Adversarial,Heuristic_v2,15,71
Heuristic_v2,Adversarial,Heuristic_v2,61,25
Heuristic_v2,Adversarial,Heuristic_v2,47,57
Heuristic_v2,Adversarial,Adversarial,27,73
Heuristic_v2,Adversarial,Heuristic_v2,44,52
Heuristic_v2,Adversarial,Adversarial,35,10
Heuristic_v2,Adversarial,Heuristic_v2,241,37
Heuristic_v2,Adversarial,Heuristic_v2,104,20
Heuristic_v2,Adversarial,Adversarial,63,23
Heuristic_v2,Adversarial,Heuristic_v2,75,19
Heuristic_v2,Adversarial,Heuristic_v2,54,32
Heuristic_v2,Adversarial,Heuristic_v2,290,100
Heuristic_v2,Adversarial,Heuristic_v2,111,32
Heuristic_v2,Adversarial,Heuristic_v2,20,135
Heuristic_v2,Adversarial,Heuristic_v2,13,48
Heuristic_v2,Adversarial,Adversarial,23,8
Heuristic_v2,Adversarial,Heuristic_v2,56,33
Heuristic_v2,Adversarial,Adversarial,247,2
Heuristic_v2,Adversarial,Heuristic_v2,13,114
Heuristic_v2,Adversarial,Heuristic_v2,313,34
Heuristic_v2,Adversarial,Heuristic_v2,18,48
Heuristic_v2,Adversarial,Heuristic_v2,18,52
Heuristic_v2,Adversarial,Heuristic_v2,143,25
Heuristic_v2,Adversarial,Heuristic_v2,18,82
Heuristic_v2,Adversarial,Adversarial,154,2
Heuristic_v2,Adversarial,Heuristic_v2,128,31
Heuristic_v2,Adversarial,Heuristic_v2,12,57
Heuristic_v2,Adversarial,Heuristic_v2,56,55
Heuristic_v2,Adversarial,Heuristic_v2,27,28
Heuristic_v2,Adversarial,Heuristic_v2,28,20
Heuristic_v2,Adversarial,Heuristic_v2,25,27
Heuristic_v2,Adversarial,Heuristic_v2,206,43
Heuristic_v2,Adversarial,Heuristic_v2,149,22
Heuristic_v2,Adversarial,Heuristic_v2,136,13
Heuristic_v2,Adversarial,Heuristic_v2,24,29
Heuristic_v2,Adversarial,Adversarial,23,57
Heuristic_v2,Adversarial,Heuristic_v2,357,22
Heuristic_v2,Adversarial,Heuristic_v2,30,72
Heuristic_v2,Adversarial,Heuristic_v2,24,28
Heuristic_v2,Adversarial,Heuristic_v2,132,14
Heuristic_v2,Adversarial,Adversarial,39,21
Heuristic_v2,Adversarial,Heuristic_v2,35,47
Heuristic_v2,Adversarial,Heuristic_v2,27,89
Heuristic_v2,Adversarial,Heuristic_v2,57,61
Heuristic_v2,Adversarial,Adversarial,70,35
Heuristic_v2,Adversarial,Adversarial,38,39
Heuristic_v2,Adversarial,Adversarial,34,39
Heuristic_v2,Adversarial,Heuristic_v2,191,60
Heuristic_v2,Adversarial,Adversarial,69,0
Heuristic_v2,Adversarial,Heuristic_v2,46,62
Heuristic_v2,Adversarial,Heuristic_v2,67,48
Heuristic_v2,Adversarial,Heuristic_v2,26,28
Heuristic_v2,Adversarial,Heuristic_v2,33,49
Heuristic_v2,Adversarial,Heuristic_v2,46,73
Heuristic_v2,Adversarial,Heuristic_v2,20,34
Heuristic_v2,Adversarial,Adversarial,46,47
Heuristic_v2,Adversarial,Heuristic_v2,13,16
Heuristic_v2,Adversarial,Adversarial,23,12
Heuristic_v2,Adversarial,Adversarial,38,8
Heuristic_v2,Adversarial,Heuristic_v2,231,101
Heuristic_v2,Adversarial,Heuristic_v2,125,52
Heuristic_v2,Adversarial,Heuristic_v2,23,19
Heuristic_v2,Adversarial,Adversarial,79,78
Heuristic_v2,Adversarial,Adversarial,34,24
Heuristic_v2,Adversarial,Heuristic_v2,14,45
Heuristic_v2,Adversarial,Heuristic_v2,12,68
Heuristic_v2,Adversarial,Heuristic_v2,101,8
Heuristic_v2,Adversarial,Adversarial,13,12
Heuristic_v2,Adversarial,Heuristic_v2,37,13
Heuristic_v2,Adversarial,Heuristic_v2,23,70
Heuristic_v2,Adversarial,Heuristic_v2,14,71
Heuristic_v2,Adversarial,Heuristic_v2,120,39
Heuristic_v2,Adversarial,Adversarial,54,42
Heuristic_v2,Adversarial,Heuristic_v2,12,53
Heuristic_v2,Adversarial,Heuristic_v2,103,28
Heuristic_v2,Adversarial,Adversarial,22,12
Heuristic_v2,Adversarial,Heuristic_v2,79,9
Heuristic_v2,Adversarial,Heuristic_v2,28,21
Heuristic_v2,Adversarial,Heuristic_v2,32,25
Heuristic_v2,Adversarial,Adversarial,35,71
Heuristic_v2,Adversarial,Heuristic_v2,13,126
Heuristic_v2,Adversarial,Adversarial,54,19
Heuristic_v2,Adversarial,Heuristic_v2,12,55
Heuristic_v2,Adversarial,Heuristic_v2,64,46
Heuristic_v2,Adversarial,Heuristic_v2,143,52
Heuristic_v2,Adversarial,Heuristic_v2,20,56
Heuristic_v2,Adversarial,Adversarial,106,16
Heuristic_v2,Adversarial,Adversarial,121,10
Heuristic_v2,Adversarial,Adversarial,28,32
Heuristic_v2,Adversarial,Heuristic_v2,91,50
Heuristic_v2,Adversarial,Adversarial,299,23
Heuristic_v2,Adversarial,Adversarial,64,12
Heuristic_v2,Adversarial,Adversarial,37,21
Heuristic_v2,Adversarial,Adversarial,175,8
Heuristic_v2,Adversarial,Heuristic_v2,100,9
Heuristic_v2,Adversarial,Heuristic_v2,87,57
Heuristic_v2,Adversarial,Heuristic_v2,40,14
Heuristic_v2,Adversarial,Heuristic_v2,69,17
Heuristic_v2,Adversarial,Heuristic_v2,12,113
Heuristic_v2,Adversarial,Adversarial,89,10
Heuristic_v2,Adversarial,Adversarial,125,18
Heuristic_v2,Adversarial,Heuristic_v2,26,24
Heuristic_v2,Adversarial,Adversarial,63,10
Heuristic_v2,Adversarial,Heuristic_v2,101,39
Heuristic_v2,Adversarial,Heuristic_v2,37,36
Heuristic_v2,Adversarial,Heuristic_v2,58,6
Heuristic_v2,Adversarial,Heuristic_v2,52,33
Heuristic_v2,Adversarial,Heuristic_v2,78,137
Heuristic_v2,Adversarial,Heuristic_v2,61,7
Heuristic_v2,Adversarial,Heuristic_v2,23,28
Heuristic_v2,Adversarial,Heuristic_v2,14,3
Heuristic_v2,Adversarial,Heuristic_v2,15,58
Heuristic_v2,Adversarial,Heuristic_v2,27,57
Heuristic_v2,Adversarial,Heuristic_v2,79,39
Heuristic_v2,Adversarial,Adversarial,40,27
Heuristic_v2,Adversarial,Heuristic_v2,132,55
Heuristic_v2,Adversarial,Heuristic_v2,37,49
Heuristic_v2,Adversarial,Heuristic_v2,91,46
Heuristic_v2,Adversarial,Heuristic_v2,55,19
Heuristic_v2,Adversarial,Heuristic_v2,13,75
Heuristic_v2,Adversarial,Heuristic_v2,87,45
Heuristic_v2,Adversarial,Heuristic_v2,30,49
Heuristic_v2,Adversarial,Heuristic_v2,193,72
Heuristic_v2,Adversarial,Heuristic_v2,18,40
Heuristic_v2,Adversarial,Heuristic_v2,28,72
Heuristic_v2,Adversarial,Heuristic_v2,23,109
Heuristic_v2,Adversarial,Heuristic_v2,48,69
Heuristic_v2,Adversarial,Heuristic_v2,50,40
Heuristic_v2,Adversarial,Adversarial,95,44
Heuristic_v2,Adversarial,Heuristic_v2,22,34
Heuristic_v2,Adversarial,Heuristic_v2,21,10
Heuristic_v2,Adversarial,Adversarial,208,28
Heuristic_v2,Adversarial,Heuristic_v2,21,20
Heuristic_v2,Adversarial,Adversarial,50,10
Heuristic_v2,Adversarial,Heuristic_v2,25,100
Heuristic_v2,Adversarial,Heuristic_v2,24,12
Heuristic_v2,Adversarial,Adversarial,177,11
Heuristic_v2,Adversarial,Adversarial,48,7
Heuristic_v2,Adversarial,Adversarial,29,25
Heuristic_v2,Adversarial,Heuristic_v2,14,61
Heuristic_v2,Adversarial,Heuristic_v2,173,23
Heuristic_v2,Adversarial,Adversarial,83,25
Heuristic_v2,Adversarial,Heuristic_v2,108,28
Heuristic_v2,Adversarial,Heuristic_v2,36,68
Heuristic_v2,Adversarial,Adversarial,17,36
Heuristic_v2,Adversarial,Heuristic_v2,60,28
Heuristic_v2,Adversarial,Adversarial,80,19
Heuristic_v2,Adversarial,Heuristic_v2,32,65
Heuristic_v2,Adversarial,Heuristic_v2,253,46
Heuristic_v2,Adversarial,Heuristic_v2,21,54
Heuristic_v2,Adversarial,Heuristic_v2,310,57
Heuristic_v2,Adversarial,Adversarial,23,33
Heuristic_v2,Adversarial,Heuristic_v2,74,44
Heuristic_v2,Adversarial,Heuristic_v2,77,9
Heuristic_v2,Adversarial,Heuristic_v2,128,6
